,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Historical Data: South African Benchmark Overnight Rate (SABOR) and ,,,,,,,,,,
Overnight Foreigh Exchange (FX) Rate,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,SABOR (%), Vol (Rmill) ,FX (%) ,Vol (Rmill),,,,,,
"26-Jan-15,Mon",5.669," R 76,170 ",5.711," R 2,385 ",,,,,,
"27-Jan-15,Tue",5.672," R 77,257 ",5.674," R 3,768 ",,,,,,
"28-Jan-15,Wed",5.669," R 72,295 ",5.659," R 4,168 ",,,,,,
"29-Jan-15,Thu",5.659," R 61,497 ",5.635," R 4,880 ",,,,,,
"30-Jan-15,Fri",5.661," R 56,918 ",5.840," R 2,353 ",,,,,,
"02-Feb-15,Mon",5.668," R 58,639 ",5.924," R 6,105 ",,,,,,
"03-Feb-15,Tue",5.682," R 56,158 ",6.002," R 4,837 ",,,,,,
"04-Feb-15,Wed",5.676," R 64,245 ",5.972," R 3,628 ",,,,,,
"05-Feb-15,Thu",5.670," R 65,823 ",5.934," R 6,685 ",,,,,,
"06-Feb-15,Fri",5.670," R 57,246 ",5.875," R 5,183 ",,,,,,
"09-Feb-15,Mon",5.673," R 65,277 ",5.881," R 4,316 ",,,,,,
"10-Feb-15,Tue",5.663," R 65,469 ",5.740," R 1,827 ",,,,,,
"11-Feb-15,Wed",5.670," R 66,068 ",5.830," R 3,503 ",,,,,,
"12-Feb-15,Thu",5.682," R 62,643 ",6.050," R 2,597 ",,,,,,
"13-Feb-15,Fri",5.665," R 62,332 ",5.800," R 3,563 ",,,,,,
"16-Feb-15,Mon",5.660," R 68,390 ",0.000, R - ,,,,,,
"17-Feb-15,Tue",5.659," R 70,791 ",5.821," R 4,165 ",,,,,,
"18-Feb-15,Wed",5.654," R 80,404 ",5.850," R 5,122 ",,,,,,
"19-Feb-15,Thu",5.656," R 78,830 ",5.850," R 3,110 ",,,,,,
"20-Feb-15,Fri",5.670," R 71,065 ",5.950," R 2,398 ",,,,,,
"23-Feb-15,Mon",5.667," R 71,522 ",6.050, R 992 ,,,,,,
"24-Feb-15,Tue",5.687," R 61,644 ",6.150, R 992 ,,,,,,
"25-Feb-15,Wed",5.665," R 67,326 ",6.072," R 4,104 ",,,,,,
"26-Feb-15,Thu",5.667," R 60,358 ",5.850," R 3,303 ",,,,,,
"27-Feb-15,Fri",5.674," R 65,034 ",6.010," R 3,793 ",,,,,,
"02-Mar-15,Mon",5.676," R 65,112 ",6.050," R 5,006 ",,,,,,
"03-Mar-15,Tue",5.678," R 65,435 ",5.870," R 4,955 ",,,,,,
"04-Mar-15,Wed",5.671," R 63,941 ",5.859," R 6,019 ",,,,,,
"05-Mar-15,Thu",5.669," R 65,091 ",5.770," R 4,145 ",,,,,,
"06-Mar-15,Fri",5.674," R 64,984 ",5.762," R 7,508 ",,,,,,
"09-Mar-15,Mon",5.674," R 66,925 ",5.740," R 3,910 ",,,,,,
"10-Mar-15,Tue",5.667," R 68,572 ",5.830," R 2,421 ",,,,,,
"11-Mar-15,Wed",5.686," R 72,467 ",5.940," R 2,421 ",,,,,,
"12-Mar-15,Thu",5.689," R 66,230 ",6.010," R 2,690 ",,,,,,
"13-Mar-15,Fri",5.689," R 68,284 ",5.940," R 2,100 ",,,,,,
"16-Mar-15,Mon",5.676," R 69,691 ",6.040," R 2,261 ",,,,,,
"17-Mar-15,Tue",5.678," R 67,827 ",6.000," R 3,237 ",,,,,,
"18-Mar-15,Wed",5.669," R 69,255 ",6.048," R 5,933 ",,,,,,
"19-Mar-15,Thu",5.681," R 73,756 ",5.970," R 3,049 ",,,,,,
"20-Mar-15,Fri",5.680," R 72,588 ",5.905," R 2,844 ",,,,,,
"23-Mar-15,Mon",5.683," R 70,373 ",5.970," R 5,382 ",,,,,,
"24-Mar-15,Tue",5.679," R 64,765 ",5.930," R 7,742 ",,,,,,
"25-Mar-15,Wed",5.686," R 68,825 ",5.900," R 8,215 ",,,,,,
"26-Mar-15,Thu",5.678," R 68,348 ",5.900," R 9,350 ",,,,,,
"27-Mar-15,Fri",5.688," R 70,806 ",6.350," R 2,515 ",,,,,,
"30-Mar-15,Mon",5.697," R 77,880 ",6.330," R 6,971 ",,,,,,
"31-Mar-15,Tue",5.745," R 59,642 ",6.300," R 3,312 ",,,,,,
"01-Apr-15,Wed",5.706," R 65,460 ",6.270," R 2,797 ",,,,,,
"02-Apr-15,Thu",5.687," R 65,569 ",6.052," R 5,164 ",,,,,,
"03-Apr-15,Fri",5.687," R 65,569 ",6.052," R 5,164 ",,,,,,
"06-Apr-15,Mon",5.687," R 65,569 ",6.052," R 5,164 ",,,,,,
"07-Apr-15,Tue",5.693," R 75,359 ",6.120," R 3,695 ",,,,,,
"08-Apr-15,Wed",5.690," R 68,030 ",6.050," R 3,023 ",,,,,,
"09-Apr-15,Thu",5.691," R 69,036 ",6.000," R 2,780 ",,,,,,
"10-Apr-15,Fri",5.693," R 71,192 ",6.012," R 8,548 ",,,,,,
"13-Apr-15,Mon",5.703," R 70,610 ",6.182," R 5,809 ",,,,,,
"14-Apr-15,Tue",5.712," R 72,447 ",6.390," R 4,130 ",,,,,,
"15-Apr-15,Wed",5.712," R 70,993 ",6.390," R 2,766 ",,,,,,
"16-Apr-15,Thu",5.686," R 71,725 ",5.850," R 4,061 ",,,,,,
"17-Apr-15,Fri",5.683," R 70,556 ",5.980," R 2,176 ",,,,,,
"20-Apr-15,Mon",5.703," R 77,542 ",6.041," R 5,425 ",,,,,,
"21-Apr-15,Tue",5.700," R 76,084 ",5.980," R 8,077 ",,,,,,
"22-Apr-15,Wed",5.708," R 77,513 ",5.920," R 5,949 ",,,,,,
"23-Apr-15,Thu",5.698," R 71,371 ",5.972," R 1,272 ",,,,,,
"24-Apr-15,Fri",5.691," R 70,672 ",5.981," R 1,338 ",,,,,,
"27-Apr-15,Mon",5.691," R 70,672 ",5.981," R 1,338 ",,,,,,
"28-Apr-15,Tue",5.696," R 69,203 ",6.090," R 2,332 ",,,,,,
"29-Apr-15,Wed",5.700," R 62,911 ",6.174," R 2,274 ",,,,,,
"30-Apr-15,Thu",5.709," R 61,361 ",6.134," R 8,020 ",,,,,,
"01-May-15,Fri",5.709," R 61,361 ",6.134," R 8,020 ",,,,,,
"04-May-15,Mon",5.695," R 66,099 ",6.090," R 6,471 ",,,,,,
"05-May-15,Tue",5.700," R 69,726 ",6.110," R 3,590 ",,,,,,
"06-May-15,Wed",5.709," R 75,205 ",6.040," R 5,247 ",,,,,,
"07-May-15,Thu",5.691," R 73,367 ",6.000," R 5,381 ",,,,,,
"08-May-15,Fri",5.688," R 68,697 ",6.040," R 9,166 ",,,,,,
"11-May-15,Mon",5.699," R 71,840 ",6.100," R 5,831 ",,,,,,
"12-May-15,Tue",5.705," R 76,394 ",6.100," R 4,261 ",,,,,,
"13-May-15,Wed",5.700," R 73,281 ",6.100," R 5,257 ",,,,,,
"14-May-15,Thu",5.717," R 74,665 ",6.360," R 2,202 ",,,,,,
"15-May-15,Fri",5.728," R 71,858 ",6.360," R 3,672 ",,,,,,
"18-May-15,Mon",5.695," R 67,371 ",5.950," R 2,882 ",,,,,,
"19-May-15,Tue",5.701," R 67,662 ",5.950," R 5,231 ",,,,,,
"20-May-15,Wed",5.700," R 68,260 ",5.950," R 4,779 ",,,,,,
"21-May-15,Thu",5.703," R 71,698 ",5.950," R 7,848 ",,,,,,
"22-May-15,Fri",5.734," R 74,724 ",6.250," R 6,653 ",,,,,,
"25-May-15,Mon",5.707," R 76,019 ",0.000, R - ,,,,,,
"26-May-15,Tue",5.733," R 76,979 ",6.210," R 4,137 ",,,,,,
"27-May-15,Wed",5.732," R 78,227 ",6.340," R 2,883 ",,,,,,
"28-May-15,Thu",5.734," R 71,693 ",6.360," R 1,354 ",,,,,,
"29-May-15,Fri",5.761," R 69,830 ",6.720," R 2,899 ",,,,,,
"01-Jun-15,Mon",5.759," R 71,562 ",6.720," R 2,055 ",,,,,,
"02-Jun-15,Tue",5.729," R 73,636 ",6.150," R 1,352 ",,,,,,
"03-Jun-15,Wed",5.739," R 69,641 ",6.250," R 3,481 ",,,,,,
"04-Jun-15,Thu",5.730," R 72,246 ",6.320," R 2,355 ",,,,,,
"05-Jun-15,Fri",5.745," R 71,696 ",6.650," R 2,166 ",,,,,,
"08-Jun-15,Mon",5.777," R 71,902 ",7.230," R 1,782 ",,,,,,
"09-Jun-15,Tue",5.756," R 69,951 ",6.890," R 1,006 ",,,,,,
"10-Jun-15,Wed",5.751," R 71,339 ",6.680," R 1,335 ",,,,,,
"11-Jun-15,Thu",5.711," R 69,884 ",6.680," R 1,672 ",,,,,,
"12-Jun-15,Fri",5.736," R 74,434 ",6.253," R 7,950 ",,,,,,
"15-Jun-15,Mon",5.685," R 74,378 ",6.020," R 3,559 ",,,,,,
"16-Jun-15,Tue",5.685," R 74,378 ",6.020," R 3,559 ",,,,,,
"17-Jun-15,Wed",5.700," R 73,403 ",6.330," R 3,559 ",,,,,,
"18-Jun-15,Thu",5.703," R 74,178 ",6.400," R 1,727 ",,,,,,
"19-Jun-15,Fri",5.718," R 74,394 ",6.700," R 8,568 ",,,,,,
"22-Jun-15,Mon",5.687," R 74,975 ",6.090," R 8,000 ",,,,,,
"23-Jun-15,Tue",5.701," R 72,067 ",6.290," R 1,741 ",,,,,,
"24-Jun-15,Wed",5.700," R 75,028 ",6.370," R 3,298 ",,,,,,
"25-Jun-15,Thu",5.692," R 71,005 ",6.250," R 2,232 ",,,,,,
"26-Jun-15,Fri",5.696," R 69,177 ",6.280," R 2,331 ",,,,,,
"29-Jun-15,Mon",5.697," R 64,939 ",6.380," R 1,225 ",,,,,,
"30-Jun-15,Tue",5.707," R 61,105 ",6.380," R 1,257 ",,,,,,
"01-Jul-15,Wed",5.690," R 64,341 ",6.250," R 3,870 ",,,,,,
"02-Jul-15,Thu",5.696," R 65,252 ",6.470," R 3,196 ",,,,,,
"03-Jul-15,Fri",5.673," R 64,517 ",6.000," R 2,507 ",,,,,,
"06-Jul-15,Mon",5.682," R 65,201 ",6.090," R 3,704 ",,,,,,
"07-Jul-15,Tue",5.684," R 66,109 ",6.140," R 5,664 ",,,,,,
"08-Jul-15,Wed",5.677," R 65,953 ",6.170," R 4,701 ",,,,,,
"09-Jul-15,Thu",5.678," R 66,284 ",6.130," R 2,104 ",,,,,,
"10-Jul-15,Fri",5.709," R 76,685 ",6.130," R 1,124 ",,,,,,
"13-Jul-15,Mon",5.672," R 67,235 ",6.080," R 3,152 ",,,,,,
"14-Jul-15,Tue",5.678," R 67,405 ",6.130," R 3,152 ",,,,,,
"15-Jul-15,Wed",5.685," R 66,706 ",6.160," R 1,768 ",,,,,,
"16-Jul-15,Thu",5.680," R 68,726 ",6.160," R 3,364 ",,,,,,
"17-Jul-15,Fri",5.709," R 78,703 ",6.100," R 5,073 ",,,,,,
"20-Jul-15,Mon",5.686," R 73,917 ",6.170," R 1,775 ",,,,,,
"21-Jul-15,Tue",5.686," R 75,373 ",6.170," R 4,964 ",,,,,,
"22-Jul-15,Wed",5.684," R 75,452 ",6.130," R 5,438 ",,,,,,
"23-Jul-15,Thu",5.702," R 74,227 ",6.040," R 4,745 ",,,,,,
"24-Jul-15,Fri",5.905," R 75,180 ",6.280," R 2,492 ",,,,,,
"27-Jul-15,Mon",5.892," R 66,336 ",6.280," R 2,816 ",,,,,,
"28-Jul-15,Tue",5.906," R 64,541 ",6.600," R 1,222 ",,,,,,
"29-Jul-15,Wed",5.916," R 71,851 ",6.620," R 1,480 ",,,,,,
"30-Jul-15,Thu",5.901," R 59,514 ",6.620," R 2,277 ",,,,,,
"31-Jul-15,Fri",5.892," R 62,650 ",6.400," R 4,680 ",,,,,,
"03-Aug-15,Mon",5.914," R 73,273 ",6.400," R 6,222 ",,,,,,
"04-Aug-15,Tue",5.875," R 65,994 ",6.100," R 6,906 ",,,,,,
"05-Aug-15,Wed",5.873," R 65,472 ",6.150," R 6,847 ",,,,,,
"06-Aug-15,Thu",5.901," R 63,865 ",6.150," R 4,153 ",,,,,,
"07-Aug-15,Fri",5.907," R 66,875 ",6.270," R 1,869 ",,,,,,
"10-Aug-15,Mon",5.907," R 66,875 ",6.270," R 1,869 ",,,,,,
"11-Aug-15,Tue",5.902," R 66,603 ",6.110," R 2,074 ",,,,,,
"12-Aug-15,Wed",5.914," R 65,329 ",6.250, R 588 ,,,,,,
"13-Aug-15,Thu",5.921," R 67,994 ",6.350," R 1,968 ",,,,,,
"14-Aug-15,Fri",5.880," R 63,844 ",6.300," R 1,692 ",,,,,,
"17-Aug-15,Mon",5.916," R 65,510 ",6.180," R 1,853 ",,,,,,
"18-Aug-15,Tue",5.904," R 64,763 ",6.180," R 1,648 ",,,,,,
"19-Aug-15,Wed",5.906," R 61,592 ",6.160," R 2,383 ",,,,,,
"20-Aug-15,Thu",5.909," R 63,328 ",6.190," R 6,788 ",,,,,,
"21-Aug-15,Fri",5.913," R 61,503 ",6.250," R 6,749 ",,,,,,
"24-Aug-15,Mon",5.867," R 66,241 ",6.273," R 8,382 ",,,,,,
"25-Aug-15,Tue",5.864," R 65,340 ",6.250," R 3,952 ",,,,,,
"26-Aug-15,Wed",5.856," R 64,924 ",6.150," R 2,812 ",,,,,,
"27-Aug-15,Thu",5.912," R 62,209 ",6.150," R 1,642 ",,,,,,
"28-Aug-15,Fri",5.975," R 59,674 ",6.270," R 2,737 ",,,,,,
"31-Aug-15,Mon",5.888," R 64,528 ",6.150," R 2,167 ",,,,,,
"01-Sep-15,Tue",5.898," R 62,242 ",6.100," R 2,178 ",,,,,,
"02-Sep-15,Wed",5.898," R 62,587 ",6.100," R 1,743 ",,,,,,
"03-Sep-15,Thu",5.904," R 60,394 ",6.128," R 2,725 ",,,,,,
"04-Sep-15,Fri",5.911," R 65,020 ",6.117," R 2,841 ",,,,,,
"07-Sep-15,Mon",5.888," R 65,938 ",0.000, R - ,,,,,,
"08-Sep-15,Tue",5.895," R 57,486 ",6.084," R 2,003 ",,,,,,
"09-Sep-15,Wed",5.901," R 52,583 ",6.150," R 1,341 ",,,,,,
"10-Sep-15,Thu",5.901," R 54,425 ",6.111," R 2,255 ",,,,,,
"11-Sep-15,Fri",5.903," R 53,731 ",6.190," R 3,343 ",,,,,,
"14-Sep-15,Mon",5.901," R 55,953 ",6.170," R 3,343 ",,,,,,
"15-Sep-15,Tue",5.901," R 54,241 ",6.090," R 3,343 ",,,,,,
"16-Sep-15,Wed",5.898," R 54,210 ",6.083," R 3,643 ",,,,,,
"17-Sep-15,Thu",5.891," R 55,619 ",5.891," R 3,743 ",,,,,,
"18-Sep-15,Fri",5.880," R 51,488 ",5.909," R 10,701 ",,,,,,
"21-Sep-15,Mon",5.902," R 56,387 ",6.007," R 10,701 ",,,,,,
"22-Sep-15,Tue",5.909," R 53,943 ",6.100," R 8,701 ",,,,,,
"23-Sep-15,Wed",5.915," R 48,987 ",6.170," R 2,531 ",,,,,,
"24-Sep-15,Thu",5.915," R 48,987 ",6.170," R 2,531 ",,,,,,
"25-Sep-15,Fri",5.906," R 59,320 ",6.180," R 1,233 ",,,,,,
"28-Sep-15,Mon",5.914," R 52,285 ",6.290," R 1,233 ",,,,,,
"29-Sep-15,Tue",5.936," R 59,893 ",6.750," R 1,233 ",,,,,,
"30-Sep-15,Wed",5.913," R 58,604 ",6.450," R 1,233 ",,,,,,
"01-Oct-15,Thu",5.915," R 65,504 ",6.150," R 1,233 ",,,,,,
"02-Oct-15,Fri",5.930," R 67,249 ",6.150," R 1,233 ",,,,,,
"05-Oct-15,Mon",5.942," R 68,429 ",6.350," R 1,233 ",,,,,,
"06-Oct-15,Tue",5.931," R 67,545 ",6.320," R 1,233 ",,,,,,
"07-Oct-15,Wed",5.930," R 63,434 ",6.320," R 3,083 ",,,,,,
"08-Oct-15,Thu",5.936," R 64,109 ",6.420," R 4,546 ",,,,,,
"09-Oct-15,Fri",5.943," R 66,377 ",6.450," R 4,399 ",,,,,,
"12-Oct-15,Mon",5.915," R 61,695 ",0.000, R - ,,,,,,
"13-Oct-15,Tue",5.941," R 59,349 ",6.460," R 3,226 ",,,,,,
"14-Oct-15,Wed",5.942," R 65,366 ",6.480," R 3,271 ",,,,,,
"15-Oct-15,Thu",5.941," R 62,384 ",6.550," R 4,394 ",,,,,,
"16-Oct-15,Fri",5.963," R 67,013 ",6.630," R 4,578 ",,,,,,
"19-Oct-15,Mon",5.941," R 65,074 ",6.390," R 3,279 ",,,,,,
"20-Oct-15,Tue",5.940," R 60,072 ",6.160," R 2,216 ",,,,,,
"21-Oct-15,Wed",5.936," R 60,717 ",6.230," R 1,442 ",,,,,,
"22-Oct-15,Thu",5.934," R 62,282 ",6.180," R 2,391 ",,,,,,
"23-Oct-15,Fri",5.928," R 58,402 ",6.071," R 3,727 ",,,,,,
"26-Oct-15,Mon",5.932," R 58,511 ",6.180," R 2,093 ",,,,,,
"27-Oct-15,Tue",5.934," R 58,352 ",6.180," R 2,522 ",,,,,,
"28-Oct-15,Wed",5.939," R 61,031 ",6.167," R 5,935 ",,,,,,
"29-Oct-15,Thu",5.951," R 57,008 ",6.400," R 1,991 ",,,,,,
"30-Oct-15,Fri",5.921," R 60,025 ",6.298," R 6,606 ",,,,,,
"02-Nov-15,Mon",5.934," R 66,943 ",6.250," R 2,693 ",,,,,,
"03-Nov-15,Tue",5.931," R 64,022 ",6.240," R 4,361 ",,,,,,
"04-Nov-15,Wed",5.923," R 65,948 ",6.150," R 7,873 ",,,,,,
"05-Nov-15,Thu",5.930," R 77,301 ",6.270," R 8,086 ",,,,,,
"06-Nov-15,Fri",5.939," R 66,876 ",6.150," R 10,642 ",,,,,,
"09-Nov-15,Mon",5.933," R 69,482 ",6.151," R 5,931 ",,,,,,
"10-Nov-15,Tue",5.934," R 69,788 ",6.150," R 5,621 ",,,,,,
"11-Nov-15,Wed",5.921," R 72,679 ",0.000, R - ,,,,,,
"12-Nov-15,Thu",5.918," R 59,791 ",6.140," R 3,051 ",,,,,,
"13-Nov-15,Fri",5.934," R 69,624 ",6.160," R 5,009 ",,,,,,
"16-Nov-15,Mon",5.931," R 69,495 ",6.170," R 1,816 ",,,,,,
"17-Nov-15,Tue",5.932," R 70,389 ",6.150," R 3,157 ",,,,,,
"18-Nov-15,Wed",5.938," R 67,840 ",6.140," R 7,347 ",,,,,,
"19-Nov-15,Thu",5.964," R 74,730 ",6.190," R 6,220 ",,,,,,
"20-Nov-15,Fri",6.150," R 65,207 ",6.320," R 4,771 ",,,,,,
"23-Nov-15,Mon",6.149," R 66,116 ",6.260," R 7,415 ",,,,,,
"24-Nov-15,Tue",6.178," R 65,316 ",6.330," R 7,053 ",,,,,,
"25-Nov-15,Wed",6.169," R 60,572 ",6.330," R 6,574 ",,,,,,
"26-Nov-15,Thu",6.165," R 70,979 ",0.000, R - ,,,,,,
"27-Nov-15,Fri",6.177," R 69,247 ",6.330," R 7,053 ",,,,,,
"30-Nov-15,Mon",6.212," R 71,256 ",6.602," R 10,832 ",,,,,,
"01-Dec-15,Tue",6.189," R 68,353 ",6.380," R 6,473 ",,,,,,
"02-Dec-15,Wed",6.162," R 73,765 ",6.270," R 2,343 ",,,,,,
"03-Dec-15,Thu",6.172," R 71,830 ",6.330," R 4,706 ",,,,,,
"04-Dec-15,Fri",6.189," R 74,528 ",6.350," R 4,437 ",,,,,,
"07-Dec-15,Mon",6.192," R 75,593 ",6.430," R 6,256 ",,,,,,
"08-Dec-15,Tue",6.214," R 65,797 ",6.570," R 2,902 ",,,,,,
"09-Dec-15,Wed",6.211," R 62,407 ",6.710," R 8,079 ",,,,,,
"10-Dec-15,Thu",6.224," R 60,990 ",6.920," R 3,524 ",,,,,,
"11-Dec-15,Fri",6.174," R 64,212 ",6.184," R 9,336 ",,,,,,
"14-Dec-15,Mon",6.186," R 63,756 ",6.175," R 7,079 ",,,,,,
"15-Dec-15,Tue",6.203," R 68,739 ",6.420," R 5,169 ",,,,,,
"16-Dec-15,Wed",6.203," R 68,739 ",6.420," R 5,169 ",,,,,,
"17-Dec-15,Thu",6.211," R 61,683 ",6.485," R 7,196 ",,,,,,
"18-Dec-15,Fri",6.199," R 63,652 ",6.398," R 11,686 ",,,,,,
"21-Dec-15,Mon",6.198," R 68,762 ",6.335," R 16,193 ",,,,,,
"22-Dec-15,Tue",6.201," R 63,804 ",6.332," R 9,993 ",,,,,,
"23-Dec-15,Wed",6.199," R 71,070 ",6.500," R 5,979 ",,,,,,
"24-Dec-15,Thu",6.199," R 67,338 ",6.450," R 9,106 ",,,,,,
"25-Dec-15,Fri",6.199," R 67,338 ",6.450," R 9,106 ",,,,,,
"28-Dec-15,Mon",6.196," R 71,554 ",6.450," R 10,051 ",,,,,,
"29-Dec-15,Tue",6.207," R 68,566 ",6.670," R 10,009 ",,,,,,
"30-Dec-15,Wed",6.205," R 65,829 ",6.744," R 11,978 ",,,,,,
"31-Dec-15,Thu",6.208," R 69,283 ",6.484," R 8,272 ",,,,,,
"01-Jan-16,Fri",6.208," R 69,283 ",6.484," R 8,272 ",,,,,,
"04-Jan-16,Mon",6.202," R 70,695 ",6.577," R 5,617 ",,,,,,
"05-Jan-16,Tue",6.205," R 66,169 ",6.692," R 10,027 ",,,,,,
"06-Jan-16,Wed",6.209," R 68,735 ",6.680," R 10,001 ",,,,,,
"07-Jan-16,Thu",6.211," R 71,551 ",6.680," R 13,283 ",,,,,,
"08-Jan-16,Fri",6.201," R 67,035 ",6.580," R 12,067 ",,,,,,
"11-Jan-16,Mon",6.187," R 66,040 ",6.630," R 2,466 ",,,,,,
"12-Jan-16,Tue",6.183," R 63,609 ",6.500," R 5,124 ",,,,,,
"13-Jan-16,Wed",6.186," R 64,439 ",6.500," R 5,124 ",,,,,,
"14-Jan-16,Thu",6.183," R 67,474 ",6.500," R 5,124 ",,,,,,
"15-Jan-16,Fri",6.195," R 66,180 ",6.700," R 9,423 ",,,,,,
"18-Jan-16,Mon",6.177," R 68,454 ",0.000, R - ,,,,,,
"19-Jan-16,Tue",6.183," R 66,663 ",6.150, R 100 ,,,,,,
"20-Jan-16,Wed",6.177," R 64,500 ",6.150, R - ,,,,,,
"21-Jan-16,Thu",6.175," R 69,624 ",6.150, R - ,,,,,,
"22-Jan-16,Fri",6.212," R 65,388 ",6.880," R 5,977 ",,,,,,
"25-Jan-16,Mon",6.193," R 63,298 ",6.540," R 5,977 ",,,,,,
"26-Jan-16,Tue",6.194," R 63,661 ",6.490," R 5,977 ",,,,,,
"27-Jan-16,Wed",6.194," R 63,086 ",6.450," R 9,955 ",,,,,,
"28-Jan-16,Thu",6.251," R 73,552 ",6.770," R 8,818 ",,,,,,
"29-Jan-16,Fri",6.594," R 85,262 ",7.334," R 6,745 ",,,,,,
"01-Feb-16,Mon",6.692," R 77,143 ",7.170," R 7,793 ",,,,,,
"02-Feb-16,Tue",6.692," R 76,644 ",7.170," R 10,671 ",,,,,,
"03-Feb-16,Wed",6.693," R 74,376 ",7.170," R 8,282 ",,,,,,
"04-Feb-16,Thu",6.680," R 75,283 ",6.900," R 8,490 ",,,,,,
"05-Feb-16,Fri",6.671," R 70,494 ",6.900," R 5,501 ",,,,,,
"08-Feb-16,Mon",6.664," R 65,704 ",6.960," R 5,915 ",,,,,,
"09-Feb-16,Tue",6.679," R 70,670 ",7.020," R 6,559 ",,,,,,
"10-Feb-16,Wed",6.677," R 76,108 ",7.020," R 11,962 ",,,,,,
"11-Feb-16,Thu",6.685," R 69,224 ",7.270," R 10,906 ",,,,,,
"12-Feb-16,Fri",6.686," R 68,230 ",7.250," R 7,675 ",,,,,,
"15-Feb-16,Mon",6.654," R 68,724 ",0.000, R - ,,,,,,
"16-Feb-16,Tue",6.689," R 66,982 ",7.310," R 7,852 ",,,,,,
"17-Feb-16,Wed",6.691," R 65,056 ",7.380," R 10,512 ",,,,,,
"18-Feb-16,Thu",6.698," R 58,941 ",7.420," R 4,061 ",,,,,,
"19-Feb-16,Fri",6.716," R 58,113 ",7.720," R 11,735 ",,,,,,
"22-Feb-16,Mon",6.699," R 64,661 ",7.120," R 11,735 ",,,,,,
"23-Feb-16,Tue",6.685," R 61,590 ",7.150," R 10,076 ",,,,,,
"24-Feb-16,Wed",6.705," R 65,422 ",7.180," R 2,671 ",,,,,,
"25-Feb-16,Thu",6.706," R 70,338 ",7.350," R 3,887 ",,,,,,
"26-Feb-16,Fri",6.682," R 57,620 ",7.350," R 4,303 ",,,,,,
"29-Feb-16,Mon",6.701," R 66,731 ",7.470," R 4,189 ",,,,,,
"01-Mar-16,Tue",6.681," R 59,403 ",7.310," R 4,070 ",,,,,,
"02-Mar-16,Wed",6.689," R 66,989 ",7.260," R 2,626 ",,,,,,
"03-Mar-16,Thu",6.696," R 69,803 ",7.313," R 7,369 ",,,,,,
"04-Mar-16,Fri",6.704," R 72,636 ",7.242," R 9,887 ",,,,,,
"07-Mar-16,Mon",6.678," R 68,450 ",7.253," R 7,450 ",,,,,,
"08-Mar-16,Tue",6.697," R 68,666 ",7.333," R 5,728 ",,,,,,
"09-Mar-16,Wed",6.669," R 69,510 ",6.919," R 5,844 ",,,,,,
"10-Mar-16,Thu",6.671," R 61,064 ",7.080," R 2,792 ",,,,,,
"11-Mar-16,Fri",6.665," R 68,299 ",6.939," R 6,166 ",,,,,,
"14-Mar-16,Mon",6.662," R 70,204 ",6.880," R 3,661 ",,,,,,
"15-Mar-16,Tue",6.668," R 69,588 ",6.920," R 3,284 ",,,,,,
"16-Mar-16,Wed",6.690," R 68,462 ",7.350," R 6,368 ",,,,,,
"17-Mar-16,Thu",6.716," R 73,964 ",7.390," R 6,226 ",,,,,,
"18-Mar-16,Fri",6.885," R 70,373 ",7.530," R 2,782 ",,,,,,
"21-Mar-16,Mon",6.885," R 70,373 ",7.530," R 2,782 ",,,,,,
"22-Mar-16,Tue",6.889," R 72,495 ",7.530," R 7,522 ",,,,,,
"23-Mar-16,Wed",6.930," R 72,442 ",7.540," R 6,609 ",,,,,,
"24-Mar-16,Thu",6.921," R 66,892 ",7.500," R 6,690 ",,,,,,
"25-Mar-16,Fri",6.921," R 66,892 ",7.500," R 6,690 ",,,,,,
"28-Mar-16,Mon",6.921," R 66,892 ",7.500," R 6,690 ",,,,,,
"29-Mar-16,Tue",6.925," R 65,360 ",7.520," R 6,690 ",,,,,,
"30-Mar-16,Wed",6.917," R 62,373 ",7.581," R 8,319 ",,,,,,
"31-Mar-16,Thu",6.937," R 71,414 ",7.600," R 7,178 ",,,,,,
"01-Apr-16,Fri",6.928," R 62,052 ",7.780," R 8,809 ",,,,,,
"04-Apr-16,Mon",6.958," R 69,691 ",7.870," R 9,945 ",,,,,,
"05-Apr-16,Tue",6.938," R 69,453 ",7.626," R 7,131 ",,,,,,
"06-Apr-16,Wed",6.920," R 69,496 ",7.250," R 5,203 ",,,,,,
"07-Apr-16,Thu",6.920," R 59,754 ",7.420," R 4,222 ",,,,,,
"08-Apr-16,Fri",6.903," R 66,699 ",7.134," R 10,506 ",,,,,,
"11-Apr-16,Mon",6.946," R 73,908 ",7.442," R 9,632 ",,,,,,
"12-Apr-16,Tue",6.926," R 66,866 ",7.315," R 8,666 ",,,,,,
"13-Apr-16,Wed",6.933," R 73,392 ",7.250," R 7,525 ",,,,,,
"14-Apr-16,Thu",6.927," R 62,861 ",7.320," R 7,028 ",,,,,,
"15-Apr-16,Fri",6.926," R 65,184 ",7.390," R 7,127 ",,,,,,
"18-Apr-16,Mon",6.934," R 65,779 ",7.450," R 4,187 ",,,,,,
"19-Apr-16,Tue",6.932," R 65,033 ",7.420," R 5,633 ",,,,,,
